Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
787,787,6,22,8,14,70,realestate
788,788,2,28,4,15,202,financial
789,789,6,4,8,16,80,software
790,790,6,18,7,28,48,software
791,791,8,27,0,22,167,financial
792,792,6,8,9,14,40,pharmaceutical
793,793,6,3,6,12,41,software
794,794,3,6,9,18,174,software
795,795,7,11,8,19,136,software
796,796,6,3,1,23,57,retail
797,797,4,6,5,11,158,pharmaceutical
798,798,2,24,4,11,202,financial
799,799,3,24,3,14,172,realestate
800,800,1,21,8,7,233,software
801,801,4,20,5,14,188,realestate
802,802,8,20,6,10,164,pharmaceutical
803,803,8,12,3,29,200,financial
804,804,4,5,4,1,175,software
805,805,2,14,8,17,212,retail
806,806,4,10,6,18,157,education
807,807,2,9,5,26,212,retail
808,808,0,2,2,6,122,retail
809,809,9,14,1,24,96,pharmaceutical
810,810,5,26,3,28,118,software
811,811,6,14,9,9,73,realestate
812,812,9,10,1,18,46,pharmaceutical
813,813,1,0,7,11,230,pharmaceutical
814,814,3,18,6,26,193,education
815,815,2,27,2,19,201,realestate
816,816,5,22,4,2,122,financial
817,817,4,9,6,13,175,software
818,818,1,7,6,18,230,retail
819,819,6,6,7,29,58,education
820,820,3,4,9,7,165,pharmaceutical
821,821,7,8,2,28,146,financial
822,822,5,17,7,28,134,pharmaceutical
823,823,1,13,1,27,158,software
824,824,6,27,1,23,72,financial
825,825,5,13,0,1,109,realestate
826,826,4,13,9,14,194,education
827,827,8,19,1,11,141,education
828,828,9,1,2,7,96,retail
829,829,9,24,2,12,91,realestate
830,830,0,12,5,6,122,retail
831,831,2,6,2,6,206,pharmaceutical
832,832,8,9,6,1,208,pharmaceutical
833,833,4,16,3,3,177,financial
834,834,1,5,0,27,227,financial
835,835,3,15,4,28,202,pharmaceutical
836,836,5,3,4,27,98,pharmaceutical
837,837,1,17,4,5,173,financial
838,838,8,0,9,20,205,retail
839,839,6,4,9,16,40,realestate
840,840,5,6,7,29,92,education
841,841,8,0,2,27,168,software
842,842,4,14,4,22,150,financial
843,843,7,29,2,7,167,pharmaceutical
844,844,1,4,5,16,221,pharmaceutical
845,845,7,11,6,23,153,software
846,846,4,27,9,1,148,pharmaceutical
847,847,1,9,8,10,213,software
848,848,6,13,6,29,75,realestate
849,849,8,5,5,15,151,retail
850,850,3,3,4,26,199,software
851,851,8,14,2,26,208,pharmaceutical
852,852,6,15,7,29,38,education
853,853,9,4,4,21,45,financial
854,854,7,12,8,14,166,financial
855,855,8,21,2,24,202,pharmaceutical
856,856,7,17,5,12,139,realestate
857,857,6,6,4,23,60,retail
858,858,0,27,3,22,121,pharmaceutical
859,859,2,21,6,29,204,financial
860,860,5,11,6,13,92,software
861,861,5,7,3,21,105,pharmaceutical
862,862,2,1,8,19,202,pharmaceutical
863,863,4,11,6,23,180,financial
864,864,3,4,5,5,202,education
865,865,7,14,9,5,129,pharmaceutical
866,866,5,13,0,6,138,financial
867,867,0,7,1,11,119,realestate
868,868,7,18,7,10,163,pharmaceutical
869,869,3,24,3,24,188,financial
870,870,3,20,0,5,205,education
871,871,7,20,0,5,151,realestate
872,872,0,29,1,22,119,software
873,873,7,0,7,26,156,pharmaceutical
874,874,2,28,7,9,205,financial
875,875,2,14,8,14,207,education
876,876,2,8,0,6,205,financial
877,877,8,25,9,24,170,software
878,878,8,27,6,10,188,retail
879,879,1,7,3,5,169,realestate
880,880,1,6,9,6,193,realestate
881,881,6,22,4,2,73,software
882,882,6,1,5,12,70,software
883,883,8,26,3,23,147,pharmaceutical
884,884,4,14,4,24,164,software
885,885,2,7,0,25,203,education
886,886,2,24,2,0,213,pharmaceutical
887,887,0,20,9,12,122,education
888,888,0,24,7,14,121,education
889,889,1,27,5,17,157,education
890,890,4,1,0,16,154,pharmaceutical
891,891,7,29,4,17,133,realestate
892,892,1,28,3,24,186,education
893,893,6,13,7,21,70,pharmaceutical
894,894,1,28,6,1,232,realestate
895,895,5,23,3,25,108,pharmaceutical
896,896,8,20,3,25,119,education
897,897,2,23,8,10,219,education
898,898,3,29,0,23,177,software
899,899,1,16,7,12,195,pharmaceutical
900,900,6,24,7,23,39,retail
901,901,4,5,4,5,144,software
902,902,2,15,3,12,217,retail
903,903,6,27,8,2,40,education
904,904,1,10,8,27,214,software
905,905,3,3,2,25,196,financial
906,906,6,19,5,2,62,realestate
907,907,3,1,7,23,173,software
908,908,9,5,6,20,53,retail
909,909,1,23,6,20,220,education
910,910,3,26,6,22,211,realestate
911,911,5,12,9,4,133,pharmaceutical
912,912,5,21,2,17,138,realestate
913,913,8,29,3,22,154,realestate
914,914,8,27,8,0,154,retail
915,915,3,18,8,15,191,realestate
916,916,7,17,0,18,129,education
917,917,8,24,0,2,154,financial
918,918,0,4,4,26,119,retail
919,919,9,26,0,14,80,realestate
920,920,5,13,3,13,108,financial
921,921,1,21,3,6,197,pharmaceutical
922,922,3,18,8,3,181,software
923,923,3,6,8,10,190,education
924,924,2,25,7,4,200,realestate
925,925,1,21,0,22,185,education
926,926,9,26,9,27,54,financial
927,927,6,27,1,3,39,software
928,928,1,24,0,22,160,software
929,929,4,0,7,2,183,software
930,930,1,14,7,16,191,education
931,931,8,22,4,3,201,education
932,932,9,15,8,13,90,financial
933,933,6,21,6,0,82,retail
934,934,9,5,3,0,89,pharmaceutical
935,935,1,28,7,2,181,education
936,936,8,24,0,22,202,realestate
937,937,4,15,2,4,133,realestate
938,938,3,24,1,13,200,education
939,939,4,27,1,0,175,education
940,940,0,16,8,27,123,retail
941,941,7,11,8,0,131,retail
942,942,1,11,9,26,174,financial
943,943,3,13,6,19,216,realestate
944,944,0,9,5,29,121,software
945,945,6,22,6,19,51,retail
946,946,1,18,6,7,178,retail
947,947,6,0,9,13,49,realestate
948,948,0,23,8,19,119,software
949,949,4,23,0,17,144,retail
950,950,6,20,8,28,82,retail
951,951,9,14,1,2,69,retail
952,952,4,16,3,0,149,pharmaceutical
953,953,6,16,9,2,46,retail
954,954,1,23,0,19,195,pharmaceutical
955,955,6,9,4,3,63,pharmaceutical
956,956,7,4,1,1,153,realestate
957,957,8,10,6,10,164,retail
958,958,2,9,3,28,204,financial
959,959,8,7,4,18,156,education
960,960,1,23,3,20,235,pharmaceutical
961,961,5,16,2,1,113,realestate
962,962,6,20,2,6,49,pharmaceutical
963,963,6,25,1,8,78,financial
964,964,5,19,4,14,105,education
965,965,0,1,0,0,120,education
966,966,0,24,2,11,123,retail
967,967,5,26,6,21,118,pharmaceutical
968,968,1,19,5,24,214,realestate
969,969,8,24,3,13,178,education
970,970,5,4,2,24,109,education
971,971,2,20,3,20,201,financial
972,972,8,6,8,23,167,education
973,973,5,0,7,13,134,retail
974,974,4,18,7,24,168,financial
975,975,2,6,3,10,212,software
976,976,9,0,0,13,65,software
977,977,8,22,0,27,157,education
978,978,0,27,2,24,119,software
979,979,4,17,1,24,178,software
980,980,2,24,0,24,205,realestate
981,981,5,5,4,27,107,retail
982,982,3,15,0,22,210,education
983,983,2,2,2,12,214,software
984,984,7,24,8,9,133,pharmaceutical
985,985,6,8,4,19,78,retail
986,986,4,16,4,24,172,retail
987,987,5,4,3,12,140,financial
988,988,1,11,3,11,187,pharmaceutical
989,989,8,12,1,28,140,financial
990,990,3,11,8,1,213,retail
991,991,0,1,9,24,122,realestate
992,992,8,3,1,9,171,retail
993,993,7,24,5,13,160,retail
994,994,7,2,2,24,150,education
995,995,7,2,3,11,134,education
996,996,0,15,8,0,121,retail
997,997,2,1,7,0,205,education
998,998,2,26,7,20,219,realestate
999,999,9,18,5,1,96,software
